file,asset,channel,name_size,width,height,mips,format,format_id,cube,bytes
snowman_specular_512.atf,snowman,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,58837
solace_design_solace-ocean_diffuse_128.atf,solace_design_solace-ocean,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12139
solace_design_solace-ocean_diffuse_256.atf,solace_design_solace-ocean,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39426
solace_design_solace-ocean_diffuse_512.atf,solace_design_solace-ocean,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,138332
spaceball-summer_diffuse_128.atf,spaceball-summer,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11928
spaceball-summer_diffuse_256.atf,spaceball-summer,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,32653
spaceball-summer_diffuse_512.atf,spaceball-summer,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,104044
spaceball-summer_glow_128.atf,spaceball-summer,glow,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,7187
spaceball-summer_glow_256.atf,spaceball-summer,glow,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,14432
spaceball-summer_glow_512.atf,spaceball-summer,glow,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,31767
spaceball-summer_normal_128.atf,spaceball-summer,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,10959
spaceball-summer_normal_256.atf,spaceball-summer,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,31338
spaceball-summer_normal_512.atf,spaceball-summer,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,99524
spaceball-summer_specular_128.atf,spaceball-summer,specular,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,8786
spaceball-summer_specular_256.atf,spaceball-summer,specular,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,22652
spaceball-summer_specular_512.atf,spaceball-summer,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,71015
spaceball-winter_diffuse_128.atf,spaceball-winter,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,12192
spaceball-winter_diffuse_256.atf,spaceball-winter,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,36523
spaceball-winter_diffuse_512.atf,spaceball-winter,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,124684
spaceball-winter_glow_128.atf,spaceball-winter,glow,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,6275
spaceball-winter_glow_256.atf,spaceball-winter,glow,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,12503
spaceball-winter_glow_512.atf,spaceball-winter,glow,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,28554
spaceball-winter_normal_128.atf,spaceball-winter,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11989
spaceball-winter_normal_256.atf,spaceball-winter,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,35621
spaceball-winter_normal_512.atf,spaceball-winter,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,119236
spaceball-winter_specular_128.atf,spaceball-winter,specular,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,10598
spaceball-winter_specular_256.atf,spaceball-winter,specular,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,30628
spaceball-winter_specular_512.atf,spaceball-winter,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,103850
spaceball_diffuse_128.atf,spaceball,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10554
spaceball_diffuse_256.atf,spaceball,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,31534
spaceball_diffuse_512.atf,spaceball,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,102834
spaceball_glow_128.atf,spaceball,glow,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,8373
spaceball_glow_256.atf,spaceball,glow,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,18249
spaceball_glow_512.atf,spaceball,glow,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,44845
spaceball_normal_128.atf,spaceball,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,10709
spaceball_normal_256.atf,spaceball,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,30468
spaceball_normal_512.atf,spaceball,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,90996
spaceball_specular_128.atf,spaceball,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7191
spaceball_specular_256.atf,spaceball,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,19649
spaceball_specular_512.atf,spaceball,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,61423
spartan_drone_diffuse_128.atf,spartan_drone,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,13383
spartan_drone_diffuse_256.atf,spartan_drone,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,42561
spartan_drone_diffuse_512.atf,spartan_drone,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,145176
spartan_drone_glow_128.atf,spartan_drone,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,6911
spartan_drone_glow_256.atf,spartan_drone,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,16028
spartan_drone_glow_512.atf,spartan_drone,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39411
spartan_drone_normal_128.atf,spartan_drone,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9912
spartan_drone_normal_256.atf,spartan_drone,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27978
spartan_drone_normal_512.atf,spartan_drone,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,80407
spartan_drone_specular_128.atf,spartan_drone,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9001
spartan_drone_specular_256.atf,spartan_drone,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28440
spartan_drone_specular_512.atf,spartan_drone,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,96371
spearhead-eic-elite_diffuse_128.atf,spearhead-eic-elite,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10412
spearhead-eic-elite_diffuse_256.atf,spearhead-eic-elite,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33077
spearhead-eic-elite_diffuse_512.atf,spearhead-eic-elite,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,114490
spearhead-eic-elite_glow_128.atf,spearhead-eic-elite,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5623
spearhead-eic-elite_glow_256.atf,spearhead-eic-elite,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11740
spearhead-eic-elite_glow_512.atf,spearhead-eic-elite,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28270
spearhead-eic-veteran_diffuse_128.atf,spearhead-eic-veteran,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11851
spearhead-eic-veteran_diffuse_256.atf,spearhead-eic-veteran,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37200
spearhead-eic-veteran_diffuse_512.atf,spearhead-eic-veteran,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,127467
spearhead-eic_diffuse_128.atf,spearhead-eic,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10927
spearhead-eic_diffuse_256.atf,spearhead-eic,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34643
spearhead-eic_diffuse_512.atf,spearhead-eic,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,119868
spearhead-elite_specular_128.atf,spearhead-elite,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9659
spearhead-elite_specular_256.atf,spearhead-elite,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,31826
spearhead-elite_specular_512.atf,spearhead-elite,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,112922
spearhead-mmo-elite_diffuse_128.atf,spearhead-mmo-elite,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10663
spearhead-mmo-elite_diffuse_256.atf,spearhead-mmo-elite,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34267
spearhead-mmo-elite_diffuse_512.atf,spearhead-mmo-elite,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,119286
spearhead-mmo-elite_glow_128.atf,spearhead-mmo-elite,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5658
spearhead-mmo-elite_glow_256.atf,spearhead-mmo-elite,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11805
spearhead-mmo-elite_glow_512.atf,spearhead-mmo-elite,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28569
spearhead-mmo-veteran_diffuse_128.atf,spearhead-mmo-veteran,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12612
spearhead-mmo-veteran_diffuse_256.atf,spearhead-mmo-veteran,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39525
spearhead-mmo-veteran_diffuse_512.atf,spearhead-mmo-veteran,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,135276
spearhead-mmo_diffuse_128.atf,spearhead-mmo,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11578
spearhead-mmo_diffuse_256.atf,spearhead-mmo,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35922
spearhead-mmo_diffuse_512.atf,spearhead-mmo,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,122701
spearhead-veteran_glow_128.atf,spearhead-veteran,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5025
spearhead-veteran_glow_256.atf,spearhead-veteran,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9513
spearhead-veteran_glow_512.atf,spearhead-veteran,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,20805
spearhead-vru-elite_diffuse_128.atf,spearhead-vru-elite,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10570
spearhead-vru-elite_diffuse_256.atf,spearhead-vru-elite,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33252
spearhead-vru-elite_diffuse_512.atf,spearhead-vru-elite,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,112814
spearhead-vru-elite_glow_128.atf,spearhead-vru-elite,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5704
spearhead-vru-elite_glow_256.atf,spearhead-vru-elite,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12783
spearhead-vru-elite_glow_512.atf,spearhead-vru-elite,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32051
spearhead-vru-veteran_diffuse_128.atf,spearhead-vru-veteran,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12269
spearhead-vru-veteran_diffuse_256.atf,spearhead-vru-veteran,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38888
spearhead-vru-veteran_diffuse_512.atf,spearhead-vru-veteran,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,132962
spearhead-vru_diffuse_128.atf,spearhead-vru,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11290
spearhead-vru_diffuse_256.atf,spearhead-vru,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35168
spearhead-vru_diffuse_512.atf,spearhead-vru,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,120013
spearhead-vru_glow_128.atf,spearhead-vru,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4675
spearhead-vru_glow_256.atf,spearhead-vru,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8713
spearhead-vru_glow_512.atf,spearhead-vru,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,17486
spearhead_diffuse_128.atf,spearhead,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10412
spearhead_diffuse_256.atf,spearhead,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32479
spearhead_diffuse_512.atf,spearhead,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,111162
spearhead_glow_128.atf,spearhead,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4935
spearhead_glow_256.atf,spearhead,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9350
spearhead_glow_512.atf,spearhead,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,20462
spearhead_normal_128.atf,spearhead,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11228
spearhead_normal_256.atf,spearhead,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,36300
spearhead_normal_512.atf,spearhead,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,122638
spearhead_specular_128.atf,spearhead,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9807
spearhead_specular_256.atf,spearhead,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32569
spearhead_specular_512.atf,spearhead,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,116515
spectrum-design-blaze_diffuse_128.atf,spectrum-design-blaze,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12535
spectrum-design-blaze_diffuse_256.atf,spectrum-design-blaze,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40452
spectrum-design-blaze_diffuse_512.atf,spectrum-design-blaze,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,141249
spectrum-design-blaze_glow_128.atf,spectrum-design-blaze,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4364
spectrum-design-blaze_glow_256.atf,spectrum-design-blaze,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7754
spectrum-design-blaze_glow_512.atf,spectrum-design-blaze,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,15680
spectrum-design-lava_diffuse_1024.atf,spectrum-design-lava,diffuse,1024,1024,1024,11,COMPRESSED_ALPHA(DXT5),4,False,390867
spectrum-design-lava_diffuse_128.atf,spectrum-design-lava,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11854
spectrum-design-lava_diffuse_256.atf,spectrum-design-lava,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,34377
spectrum-design-lava_diffuse_512.atf,spectrum-design-lava,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,112637
spectrum-design-lava_glow_1024.atf,spectrum-design-lava,glow,1024,1024,1024,11,COMPRESSED(DXT1/PVRTC/ETC1),2,False,49793
spectrum-design-lava_glow_128.atf,spectrum-design-lava,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5092
spectrum-design-lava_glow_256.atf,spectrum-design-lava,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9764
spectrum-design-lava_glow_512.atf,spectrum-design-lava,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,21784
spectrum-design-legend_diffuse_128.atf,spectrum-design-legend,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10646
spectrum-design-legend_diffuse_256.atf,spectrum-design-legend,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34475
spectrum-design-legend_diffuse_512.atf,spectrum-design-legend,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,120039
spectrum-design-legend_glow_128.atf,spectrum-design-legend,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11206
spectrum-design-legend_glow_256.atf,spectrum-design-legend,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,36257
spectrum-design-legend_glow_512.atf,spectrum-design-legend,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,121999
spectrum-design-ocean-ocean_glow_1024.atf,spectrum-design-ocean-ocean,glow,1024,1024,1024,11,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32697
spectrum-design-ocean-ocean_glow_128.atf,spectrum-design-ocean-ocean,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4345
spectrum-design-ocean-ocean_glow_256.atf,spectrum-design-ocean-ocean,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7724
spectrum-design-ocean-ocean_glow_512.atf,spectrum-design-ocean-ocean,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,15589
spectrum-design-ocean_diffuse_128.atf,spectrum-design-ocean,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,13479
spectrum-design-ocean_diffuse_256.atf,spectrum-design-ocean,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,40825
spectrum-design-ocean_diffuse_512.atf,spectrum-design-ocean,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,137704
spectrum-design-poison_diffuse_1024.atf,spectrum-design-poison,diffuse,1024,1024,1024,11,COMPRESSED(DXT1/PVRTC/ETC1),2,False,510011
spectrum-design-poison_diffuse_128.atf,spectrum-design-poison,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11919
spectrum-design-poison_diffuse_256.atf,spectrum-design-poison,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39346
spectrum-design-poison_diffuse_512.atf,spectrum-design-poison,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,139273
spectrum-design-poison_glow_1024.atf,spectrum-design-poison,glow,1024,1024,1024,11,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28562
spectrum-design-poison_glow_128.atf,spectrum-design-poison,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4068
spectrum-design-poison_glow_256.atf,spectrum-design-poison,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7200
spectrum-design-poison_glow_512.atf,spectrum-design-poison,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,14198
spectrum-design-sandstorm_diffuse_1024.atf,spectrum-design-sandstorm,diffuse,1024,1024,1024,11,COMPRESSED_ALPHA(DXT5),4,False,487819
spectrum-design-sandstorm_diffuse_128.atf,spectrum-design-sandstorm,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,13780
spectrum-design-sandstorm_diffuse_256.atf,spectrum-design-sandstorm,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,41224
spectrum-design-sandstorm_diffuse_512.atf,spectrum-design-sandstorm,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,138304
spectrum-design-sandstorm_glow_1024.atf,spectrum-design-sandstorm,glow,1024,1024,1024,11,COMPRESSED(DXT1/PVRTC/ETC1),2,False,46664
spectrum-design-sandstorm_glow_128.atf,spectrum-design-sandstorm,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4747
spectrum-design-sandstorm_glow_256.atf,spectrum-design-sandstorm,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9313
spectrum-design-sandstorm_glow_512.atf,spectrum-design-sandstorm,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,20815
spectrum-drone-lava_diffuse_128.atf,spectrum-drone-lava,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11069
spectrum-drone-lava_diffuse_256.atf,spectrum-drone-lava,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32582
spectrum-drone-lava_diffuse_512.atf,spectrum-drone-lava,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,104598
spectrum-drone-lava_glow_128.atf,spectrum-drone-lava,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9467
spectrum-drone-lava_glow_256.atf,spectrum-drone-lava,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,24694
spectrum-drone-lava_glow_512.atf,spectrum-drone-lava,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,65698
spectrum-drone-lava_normal_128.atf,spectrum-drone-lava,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11437
spectrum-drone-lava_normal_256.atf,spectrum-drone-lava,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37187
spectrum-drone-lava_normal_512.atf,spectrum-drone-lava,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,125726
spectrum-drone-lava_specular_128.atf,spectrum-drone-lava,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12384
spectrum-drone-lava_specular_256.atf,spectrum-drone-lava,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40091
spectrum-drone-lava_specular_512.atf,spectrum-drone-lava,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,137519
spectrum-drone-poison_diffuse_128.atf,spectrum-drone-poison,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12202
spectrum-drone-poison_diffuse_256.atf,spectrum-drone-poison,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37353
spectrum-drone-poison_diffuse_512.atf,spectrum-drone-poison,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,122164
spectrum-drone-poison_glow_128.atf,spectrum-drone-poison,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9461
spectrum-drone-poison_glow_256.atf,spectrum-drone-poison,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,24649
spectrum-drone-poison_glow_512.atf,spectrum-drone-poison,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,65594
spectrum-drone-poison_normal_128.atf,spectrum-drone-poison,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11437
spectrum-drone-poison_normal_256.atf,spectrum-drone-poison,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37187
spectrum-drone-poison_normal_512.atf,spectrum-drone-poison,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,125726
spectrum-drone-poison_specular_128.atf,spectrum-drone-poison,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12384
spectrum-drone-poison_specular_256.atf,spectrum-drone-poison,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40091
spectrum-drone-poison_specular_512.atf,spectrum-drone-poison,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,137519
spectrum-drone-sandstorm_diffuse_128.atf,spectrum-drone-sandstorm,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11689
spectrum-drone-sandstorm_diffuse_256.atf,spectrum-drone-sandstorm,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35913
spectrum-drone-sandstorm_diffuse_512.atf,spectrum-drone-sandstorm,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,118355
spectrum-drone-sandstorm_glow_128.atf,spectrum-drone-sandstorm,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8903
spectrum-drone-sandstorm_glow_256.atf,spectrum-drone-sandstorm,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,22434
spectrum-drone-sandstorm_glow_512.atf,spectrum-drone-sandstorm,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,58871
spectrum-drone-sandstorm_normal_128.atf,spectrum-drone-sandstorm,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11437
spectrum-drone-sandstorm_normal_256.atf,spectrum-drone-sandstorm,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37187
spectrum-drone-sandstorm_normal_512.atf,spectrum-drone-sandstorm,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,125726
spectrum-drone-sandstorm_specular_128.atf,spectrum-drone-sandstorm,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12384
spectrum-drone-sandstorm_specular_256.atf,spectrum-drone-sandstorm,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40091
spectrum-drone-sandstorm_specular_512.atf,spectrum-drone-sandstorm,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,137519
stickybomb-emperor_diffuse_128.atf,stickybomb-emperor,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11762
stickybomb-emperor_diffuse_256.atf,stickybomb-emperor,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33502
stickybomb-emperor_diffuse_512.atf,stickybomb-emperor,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,102949
stickybomb_diffuse_128.atf,stickybomb,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10189
stickybomb_diffuse_256.atf,stickybomb,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,31190
stickybomb_diffuse_512.atf,stickybomb,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,104864
stickybomb_glow_128.atf,stickybomb,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3374
stickybomb_glow_256.atf,stickybomb,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,6052
stickybomb_glow_512.atf,stickybomb,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12274
stickybomb_normal_128.atf,stickybomb,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10777
stickybomb_normal_256.atf,stickybomb,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,31757
stickybomb_normal_512.atf,stickybomb,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,99424
